City,SKU,Date,Transfer Quantity
Aurangabad,M002,2023-01-20,21
Aurangabad,M002,2023-01-21,27
Aurangabad,M002,2023-01-22,23
Aurangabad,M002,2023-01-23,26
Aurangabad,M002,2023-01-24,17
Aurangabad,M002,2023-01-25,19
Aurangabad,M002,2023-01-26,24
Aurangabad,M002,2023-01-27,27
Aurangabad,M002,2023-01-28,23
Aurangabad,M002,2023-01-29,16
Aurangabad,M002,2023-01-30,24
Aurangabad,M003,2023-01-01,17
Aurangabad,M003,2023-01-02,25
Aurangabad,M003,2023-01-03,22
Aurangabad,M003,2023-01-04,23
Aurangabad,M003,2023-01-05,26
Aurangabad,M003,2023-01-06,25
Aurangabad,M003,2023-01-07,17
Aurangabad,M003,2023-01-08,24
Aurangabad,M003,2023-01-09,21
Aurangabad,M003,2023-01-10,23
Aurangabad,M003,2023-01-11,25
Aurangabad,M003,2023-01-12,26
Aurangabad,M003,2023-01-13,18
Aurangabad,M003,2023-01-14,29
Aurangabad,M003,2023-01-15,18
Aurangabad,M003,2023-01-16,21
Aurangabad,M003,2023-01-17,22
Aurangabad,M003,2023-01-18,28
Aurangabad,M003,2023-01-19,22
Aurangabad,M003,2023-01-20,17
Aurangabad,M003,2023-01-21,25
Aurangabad,M003,2023-01-22,25
Aurangabad,M003,2023-01-23,17
Aurangabad,M003,2023-01-24,27
Aurangabad,M003,2023-01-25,27
Aurangabad,M003,2023-01-26,24
Aurangabad,M003,2023-01-27,22
Aurangabad,M003,2023-01-28,22
Aurangabad,M003,2023-01-29,28
Aurangabad,M003,2023-01-30,20
Aurangabad,M004,2023-01-01,23
Aurangabad,M004,2023-01-02,27
Aurangabad,M004,2023-01-03,24
Aurangabad,M004,2023-01-04,26
Aurangabad,M004,2023-01-05,18
Aurangabad,M004,2023-01-06,16
Aurangabad,M004,2023-01-07,22
Aurangabad,M004,2023-01-08,21
Aurangabad,M004,2023-01-09,21
Aurangabad,M004,2023-01-10,26
Aurangabad,M004,2023-01-11,22
Aurangabad,M004,2023-01-12,19
Aurangabad,M004,2023-01-13,27
Aurangabad,M004,2023-01-14,27
Aurangabad,M004,2023-01-15,21
Aurangabad,M004,2023-01-16,28
Aurangabad,M004,2023-01-17,16
Aurangabad,M004,2023-01-18,20
Aurangabad,M004,2023-01-19,25
Aurangabad,M004,2023-01-20,20
Aurangabad,M004,2023-01-21,20
Aurangabad,M004,2023-01-22,22
Aurangabad,M004,2023-01-23,24
Aurangabad,M004,2023-01-24,28
Aurangabad,M004,2023-01-25,17
Aurangabad,M004,2023-01-26,22
Aurangabad,M004,2023-01-27,18
Aurangabad,M004,2023-01-28,16
Aurangabad,M004,2023-01-29,27
Aurangabad,M004,2023-01-30,23
Aurangabad,M005,2023-01-01,22
Aurangabad,M005,2023-01-02,25
Aurangabad,M005,2023-01-03,19
Aurangabad,M005,2023-01-04,17
Aurangabad,M005,2023-01-05,17
Aurangabad,M005,2023-01-06,20
Aurangabad,M005,2023-01-07,21
Aurangabad,M005,2023-01-08,22
Aurangabad,M005,2023-01-09,29
Aurangabad,M005,2023-01-10,18
Aurangabad,M005,2023-01-11,20
Aurangabad,M005,2023-01-12,25
Aurangabad,M005,2023-01-13,20
Aurangabad,M005,2023-01-14,19
Aurangabad,M005,2023-01-15,25
Aurangabad,M005,2023-01-16,21
Aurangabad,M005,2023-01-17,21
Aurangabad,M005,2023-01-18,22
Aurangabad,M005,2023-01-19,23
Aurangabad,M005,2023-01-20,29
Aurangabad,M005,2023-01-21,25
Aurangabad,M005,2023-01-22,27
Aurangabad,M005,2023-01-23,18
Aurangabad,M005,2023-01-24,30
Aurangabad,M005,2023-01-25,24
Aurangabad,M005,2023-01-26,28
Aurangabad,M005,2023-01-27,27
Aurangabad,M005,2023-01-28,21
Aurangabad,M005,2023-01-29,24
Aurangabad,M005,2023-01-30,25
Aurangabad,B001,2023-01-01,21
Aurangabad,B001,2023-01-02,23
Aurangabad,B001,2023-01-03,23
Aurangabad,B001,2023-01-04,32
Aurangabad,B001,2023-01-05,31
Aurangabad,B001,2023-01-06,29
Aurangabad,B001,2023-01-07,20
Aurangabad,B001,2023-01-08,28
Aurangabad,B001,2023-01-09,22
Aurangabad,B001,2023-01-10,21
Aurangabad,B001,2023-01-11,29
Aurangabad,B001,2023-01-12,26
Aurangabad,B001,2023-01-13,20
Aurangabad,B001,2023-01-14,22
Aurangabad,B001,2023-01-15,23
Aurangabad,B001,2023-01-16,22
Aurangabad,B001,2023-01-17,27
Aurangabad,B001,2023-01-18,25
Aurangabad,B001,2023-01-19,31
Aurangabad,B001,2023-01-20,28
Aurangabad,B001,2023-01-21,37
Aurangabad,B001,2023-01-22,38
Aurangabad,B001,2023-01-23,27
Aurangabad,B001,2023-01-24,38
Aurangabad,B001,2023-01-25,31
Aurangabad,B001,2023-01-26,36
Aurangabad,B001,2023-01-27,39
Aurangabad,B001,2023-01-28,29
Aurangabad,B001,2023-01-29,33
Aurangabad,B001,2023-01-30,30
Aurangabad,B002,2023-01-01,27
Aurangabad,B002,2023-01-02,27
Aurangabad,B002,2023-01-03,22
Aurangabad,B002,2023-01-04,30
Aurangabad,B002,2023-01-05,24
Aurangabad,B002,2023-01-06,31
Aurangabad,B002,2023-01-07,23
Aurangabad,B002,2023-01-08,24
Aurangabad,B002,2023-01-09,24
Aurangabad,B002,2023-01-10,33
Aurangabad,B002,2023-01-11,29
Aurangabad,B002,2023-01-12,21
Aurangabad,B002,2023-01-13,27
Aurangabad,B002,2023-01-14,19
Aurangabad,B002,2023-01-15,28
Aurangabad,B002,2023-01-16,27
Aurangabad,B002,2023-01-17,30
Aurangabad,B002,2023-01-18,29
Aurangabad,B002,2023-01-19,22
Aurangabad,B002,2023-01-20,34
Aurangabad,B002,2023-01-21,30
Aurangabad,B002,2023-01-22,30
Aurangabad,B002,2023-01-23,36
Aurangabad,B002,2023-01-24,37
Aurangabad,B002,2023-01-25,33
Aurangabad,B002,2023-01-26,31
Aurangabad,B002,2023-01-27,34
Aurangabad,B002,2023-01-28,30
Aurangabad,B002,2023-01-29,34
Aurangabad,B002,2023-01-30,36
Aurangabad,B003,2023-01-01,26
Aurangabad,B003,2023-01-02,25
Aurangabad,B003,2023-01-03,23
Aurangabad,B003,2023-01-04,27
Aurangabad,B003,2023-01-05,30
Aurangabad,B003,2023-01-06,25
Aurangabad,B003,2023-01-07,23
Aurangabad,B003,2023-01-08,26
Aurangabad,B003,2023-01-09,23
Aurangabad,B003,2023-01-10,32
Aurangabad,B003,2023-01-11,21
Aurangabad,B003,2023-01-12,28
Aurangabad,B003,2023-01-13,26
Aurangabad,B003,2023-01-14,27
Aurangabad,B003,2023-01-15,23
Aurangabad,B003,2023-01-16,25
Aurangabad,B003,2023-01-17,22
Aurangabad,B003,2023-01-18,18
Aurangabad,B003,2023-01-19,25
Aurangabad,B003,2023-01-20,35
Aurangabad,B003,2023-01-21,35
Aurangabad,B003,2023-01-22,28
Aurangabad,B003,2023-01-23,32
Aurangabad,B003,2023-01-24,33
Aurangabad,B003,2023-01-25,34
Aurangabad,B003,2023-01-26,32
Aurangabad,B003,2023-01-27,33
Aurangabad,B003,2023-01-28,36
Aurangabad,B003,2023-01-29,34
Aurangabad,B003,2023-01-30,29
Aurangabad,B004,2023-01-01,23
Aurangabad,B004,2023-01-02,29
Aurangabad,B004,2023-01-03,29
Aurangabad,B004,2023-01-04,30
Aurangabad,B004,2023-01-05,28
Aurangabad,B004,2023-01-06,27
Aurangabad,B004,2023-01-07,28
Aurangabad,B004,2023-01-08,27
Aurangabad,B004,2023-01-09,20
Aurangabad,B004,2023-01-10,23
Aurangabad,B004,2023-01-11,21
Aurangabad,B004,2023-01-12,30
Aurangabad,B004,2023-01-13,22
Aurangabad,B004,2023-01-14,28
Aurangabad,B004,2023-01-15,18
Aurangabad,B004,2023-01-16,31
Aurangabad,B004,2023-01-17,28
Aurangabad,B004,2023-01-18,26
Aurangabad,B004,2023-01-19,25
Aurangabad,B004,2023-01-20,34
Aurangabad,B004,2023-01-21,34
Aurangabad,B004,2023-01-22,31
Aurangabad,B004,2023-01-23,31
Aurangabad,B004,2023-01-24,29
Aurangabad,B004,2023-01-25,32
Aurangabad,B004,2023-01-26,40
Aurangabad,B004,2023-01-27,35
Aurangabad,B004,2023-01-28,39
Aurangabad,B004,2023-01-29,33
Aurangabad,B004,2023-01-30,35
Aurangabad,B005,2023-01-01,44
Aurangabad,B005,2023-01-02,37
Aurangabad,B005,2023-01-03,47
Aurangabad,B005,2023-01-04,41
Aurangabad,B005,2023-01-05,40
Aurangabad,B005,2023-01-06,42
Aurangabad,B005,2023-01-07,42
Aurangabad,B005,2023-01-08,42
Aurangabad,B005,2023-01-09,39
Aurangabad,B005,2023-01-10,44
Aurangabad,B005,2023-01-11,45
Aurangabad,B005,2023-01-12,37
Aurangabad,B005,2023-01-13,41
Aurangabad,B005,2023-01-14,44
Aurangabad,B005,2023-01-15,40
Aurangabad,B005,2023-01-16,44
Aurangabad,B005,2023-01-17,47
Aurangabad,B005,2023-01-18,44
Aurangabad,B005,2023-01-19,42
Aurangabad,B005,2023-01-20,39
Aurangabad,B005,2023-01-21,49
Aurangabad,B005,2023-01-22,38
Aurangabad,B005,2023-01-23,47
Aurangabad,B005,2023-01-24,43
Aurangabad,B005,2023-01-25,40
Aurangabad,B005,2023-01-26,43
Aurangabad,B005,2023-01-27,43
Aurangabad,B005,2023-01-28,40
Aurangabad,B005,2023-01-29,45
Aurangabad,B005,2023-01-30,43
Aurangabad,V001,2023-01-01,37
Aurangabad,V001,2023-01-02,33
Aurangabad,V001,2023-01-03,44
Aurangabad,V001,2023-01-04,34
Aurangabad,V001,2023-01-05,44
Aurangabad,V001,2023-01-06,42
Aurangabad,V001,2023-01-07,39
Aurangabad,V001,2023-01-08,35
Aurangabad,V001,2023-01-09,41
Aurangabad,V001,2023-01-10,37
Aurangabad,V001,2023-01-11,39
Aurangabad,V001,2023-01-12,38
Aurangabad,V001,2023-01-13,41
Aurangabad,V001,2023-01-14,41
Aurangabad,V001,2023-01-15,40
Aurangabad,V001,2023-01-16,42
Aurangabad,V001,2023-01-17,35
Aurangabad,V001,2023-01-18,33
Aurangabad,V001,2023-01-19,44
Aurangabad,V001,2023-01-20,30
Aurangabad,V001,2023-01-21,15
Aurangabad,V001,2023-01-22,12
Aurangabad,V001,2023-01-23,15
Aurangabad,V001,2023-01-24,14
Aurangabad,V001,2023-01-25,17
Aurangabad,V001,2023-01-26,15
Aurangabad,V001,2023-01-27,18
Aurangabad,V001,2023-01-28,16
Aurangabad,V001,2023-01-29,16
Aurangabad,V001,2023-01-30,18
Aurangabad,V002,2023-01-01,55
Aurangabad,V002,2023-01-02,62
Aurangabad,V002,2023-01-03,58
Aurangabad,V002,2023-01-04,63
Aurangabad,V002,2023-01-05,57
Aurangabad,V002,2023-01-06,67
Aurangabad,V002,2023-01-07,62
Aurangabad,V002,2023-01-08,64
Aurangabad,V002,2023-01-09,63
Aurangabad,V002,2023-01-10,56
Aurangabad,V002,2023-01-11,69
Aurangabad,V002,2023-01-12,64
Aurangabad,V002,2023-01-13,64
Aurangabad,V002,2023-01-14,55
Aurangabad,V002,2023-01-15,61
Aurangabad,V002,2023-01-16,65
Aurangabad,V002,2023-01-17,66
Aurangabad,V002,2023-01-18,60
Aurangabad,V002,2023-01-19,63
Aurangabad,V002,2023-01-20,56
Aurangabad,V002,2023-01-21,68
Aurangabad,V002,2023-01-22,59
Aurangabad,V002,2023-01-23,63
Aurangabad,V002,2023-01-24,56
Aurangabad,V002,2023-01-25,63
Aurangabad,V002,2023-01-26,59
Aurangabad,V002,2023-01-27,63
Aurangabad,V002,2023-01-28,62
Aurangabad,V002,2023-01-29,57
Aurangabad,V002,2023-01-30,59
Aurangabad,V003,2023-01-01,61
Aurangabad,V003,2023-01-02,64
Aurangabad,V003,2023-01-03,61
Aurangabad,V003,2023-01-04,58
Aurangabad,V003,2023-01-05,62
Aurangabad,V003,2023-01-06,56
Aurangabad,V003,2023-01-07,62
Aurangabad,V003,2023-01-08,53
Aurangabad,V003,2023-01-09,60
Aurangabad,V003,2023-01-10,54
Aurangabad,V003,2023-01-11,55
Aurangabad,V003,2023-01-12,59
Aurangabad,V003,2023-01-13,68
Aurangabad,V003,2023-01-14,62
Aurangabad,V003,2023-01-15,64
Aurangabad,V003,2023-01-16,58
Aurangabad,V003,2023-01-17,62
Aurangabad,V003,2023-01-18,64
Aurangabad,V003,2023-01-19,53
Aurangabad,V003,2023-01-20,61
Aurangabad,V003,2023-01-21,55
Aurangabad,V003,2023-01-22,62
Aurangabad,V003,2023-01-23,58
Aurangabad,V003,2023-01-24,60
Aurangabad,V003,2023-01-25,62
Aurangabad,V003,2023-01-26,59
Aurangabad,V003,2023-01-27,55
Aurangabad,V003,2023-01-28,62
Aurangabad,V003,2023-01-29,60
Aurangabad,V003,2023-01-30,64
Aurangabad,V004,2023-01-01,63
Aurangabad,V004,2023-01-02,59
Aurangabad,V004,2023-01-03,55
Aurangabad,V004,2023-01-04,59
Aurangabad,V004,2023-01-05,63
Aurangabad,V004,2023-01-06,59
Aurangabad,V004,2023-01-07,68
Aurangabad,V004,2023-01-08,62
Aurangabad,V004,2023-01-09,61
Aurangabad,V004,2023-01-10,65
Aurangabad,V004,2023-01-11,69
Aurangabad,V004,2023-01-12,59
Aurangabad,V004,2023-01-13,56
Aurangabad,V004,2023-01-14,56
Aurangabad,V004,2023-01-15,68
Aurangabad,V004,2023-01-16,56
Aurangabad,V004,2023-01-17,66
Aurangabad,V004,2023-01-18,61
Aurangabad,V004,2023-01-19,64
Aurangabad,V004,2023-01-20,65
Aurangabad,V004,2023-01-21,60
Aurangabad,V004,2023-01-22,63
Aurangabad,V004,2023-01-23,61
Aurangabad,V004,2023-01-24,57
Aurangabad,V004,2023-01-25,68
Aurangabad,V004,2023-01-26,64
Aurangabad,V004,2023-01-27,64
Aurangabad,V004,2023-01-28,65
Aurangabad,V004,2023-01-29,60
Aurangabad,V004,2023-01-30,58
Aurangabad,V005,2023-01-01,40
Aurangabad,V005,2023-01-02,39
Aurangabad,V005,2023-01-03,35
Aurangabad,V005,2023-01-04,37
Aurangabad,V005,2023-01-05,32
Aurangabad,V005,2023-01-06,42
Aurangabad,V005,2023-01-07,44
Aurangabad,V005,2023-01-08,36
Aurangabad,V005,2023-01-09,38
Aurangabad,V005,2023-01-10,42
Aurangabad,V005,2023-01-11,44
Aurangabad,V005,2023-01-12,32
Aurangabad,V005,2023-01-13,42
Aurangabad,V005,2023-01-14,41
Aurangabad,V005,2023-01-15,33
Aurangabad,V005,2023-01-16,46
Aurangabad,V005,2023-01-17,34
Aurangabad,V005,2023-01-18,38
Aurangabad,V005,2023-01-19,38
Aurangabad,V005,2023-01-20,36
Aurangabad,V005,2023-01-21,16
Aurangabad,V005,2023-01-22,13
Aurangabad,V005,2023-01-23,15
Aurangabad,V005,2023-01-24,12
Aurangabad,V005,2023-01-25,15
Aurangabad,V005,2023-01-26,11
Aurangabad,V005,2023-01-27,14
Aurangabad,V005,2023-01-28,20
Aurangabad,V005,2023-01-29,8
Aurangabad,V005,2023-01-30,17
Aurangabad,S001,2023-01-01,31
Aurangabad,S001,2023-01-02,40
Aurangabad,S001,2023-01-03,47
Aurangabad,S001,2023-01-04,34
Aurangabad,S001,2023-01-05,35
Aurangabad,S001,2023-01-06,45
Aurangabad,S001,2023-01-07,29
Aurangabad,S001,2023-01-08,47
Aurangabad,S001,2023-01-09,35
Aurangabad,S001,2023-01-10,45
Aurangabad,S001,2023-01-11,43
Aurangabad,S001,2023-01-12,37
Aurangabad,S001,2023-01-13,39
Aurangabad,S001,2023-01-14,43
Aurangabad,S001,2023-01-15,40
Aurangabad,S001,2023-01-16,47
Aurangabad,S001,2023-01-17,33
Aurangabad,S001,2023-01-18,42
Aurangabad,S001,2023-01-19,41
Aurangabad,S001,2023-01-20,7
Aurangabad,S001,2023-01-21,9
Aurangabad,S001,2023-01-22,10
Aurangabad,S001,2023-01-23,10
Aurangabad,S001,2023-01-24,11
Aurangabad,S001,2023-01-25,14
Aurangabad,S001,2023-01-26,10
Aurangabad,S001,2023-01-27,10
Aurangabad,S001,2023-01-28,16
Aurangabad,S001,2023-01-29,12
Aurangabad,S001,2023-01-30,14
Aurangabad,S002,2023-01-01,24
Aurangabad,S002,2023-01-02,24
Aurangabad,S002,2023-01-03,17
Aurangabad,S002,2023-01-04,19
Aurangabad,S002,2023-01-05,22
Aurangabad,S002,2023-01-06,25
Aurangabad,S002,2023-01-07,20
Aurangabad,S002,2023-01-08,20
Aurangabad,S002,2023-01-09,23
Aurangabad,S002,2023-01-10,22
Aurangabad,S002,2023-01-11,20
Aurangabad,S002,2023-01-12,22
Aurangabad,S002,2023-01-13,25
Aurangabad,S002,2023-01-14,20
Aurangabad,S002,2023-01-15,21
Aurangabad,S002,2023-01-16,17
Aurangabad,S002,2023-01-17,27
Aurangabad,S002,2023-01-18,19
Aurangabad,S002,2023-01-19,20
Aurangabad,S002,2023-01-20,13
Aurangabad,S002,2023-01-21,9
Aurangabad,S002,2023-01-22,18
Aurangabad,S002,2023-01-23,13
Aurangabad,S002,2023-01-24,13
Aurangabad,S002,2023-01-25,14
Aurangabad,S002,2023-01-26,14
Aurangabad,S002,2023-01-27,15
Aurangabad,S002,2023-01-28,15
Aurangabad,S002,2023-01-29,15
Aurangabad,S002,2023-01-30,18
Aurangabad,S003,2023-01-01,30
Aurangabad,S003,2023-01-02,46
Aurangabad,S003,2023-01-03,29
Aurangabad,S003,2023-01-04,42
Aurangabad,S003,2023-01-05,36
Aurangabad,S003,2023-01-06,37
Aurangabad,S003,2023-01-07,36
Aurangabad,S003,2023-01-08,48
Aurangabad,S003,2023-01-09,35
Aurangabad,S003,2023-01-10,49
Aurangabad,S003,2023-01-11,41
Aurangabad,S003,2023-01-12,33
Aurangabad,S003,2023-01-13,39
Aurangabad,S003,2023-01-14,40
Aurangabad,S003,2023-01-15,43
Aurangabad,S003,2023-01-16,37
Aurangabad,S003,2023-01-17,41
Aurangabad,S003,2023-01-18,35
Aurangabad,S003,2023-01-19,26
Aurangabad,S003,2023-01-20,18
Aurangabad,S003,2023-01-21,12
Aurangabad,S003,2023-01-22,19
Aurangabad,S003,2023-01-23,15
Aurangabad,S003,2023-01-24,12
Aurangabad,S003,2023-01-25,16
Aurangabad,S003,2023-01-26,10
Aurangabad,S003,2023-01-27,11
Aurangabad,S003,2023-01-28,10
Aurangabad,S003,2023-01-29,13
Aurangabad,S003,2023-01-30,17
Aurangabad,S004,2023-01-01,40
Aurangabad,S004,2023-01-02,43
Aurangabad,S004,2023-01-03,30
Aurangabad,S004,2023-01-04,33
Aurangabad,S004,2023-01-05,38
Aurangabad,S004,2023-01-06,28
Aurangabad,S004,2023-01-07,39
Aurangabad,S004,2023-01-08,46
Aurangabad,S004,2023-01-09,45
Aurangabad,S004,2023-01-10,44
Aurangabad,S004,2023-01-11,36
Aurangabad,S004,2023-01-12,32
Aurangabad,S004,2023-01-13,43
Aurangabad,S004,2023-01-14,42
Aurangabad,S004,2023-01-15,30
Aurangabad,S004,2023-01-16,39
Aurangabad,S004,2023-01-17,46
Aurangabad,S004,2023-01-18,47
Aurangabad,S004,2023-01-19,36
Aurangabad,S004,2023-01-20,17
Aurangabad,S004,2023-01-21,13
Aurangabad,S004,2023-01-22,12
Aurangabad,S004,2023-01-23,15
Aurangabad,S004,2023-01-24,15
Aurangabad,S004,2023-01-25,9
Aurangabad,S004,2023-01-26,12
Aurangabad,S004,2023-01-27,16
Aurangabad,S004,2023-01-28,9
Aurangabad,S004,2023-01-29,11
Aurangabad,S004,2023-01-30,17
Aurangabad,S005,2023-01-01,22
Aurangabad,S005,2023-01-02,22
Aurangabad,S005,2023-01-03,22
Aurangabad,S005,2023-01-04,26
Aurangabad,S005,2023-01-05,26
Aurangabad,S005,2023-01-06,19
Aurangabad,S005,2023-01-07,21
Aurangabad,S005,2023-01-08,26
Aurangabad,S005,2023-01-09,22
Aurangabad,S005,2023-01-10,23
Aurangabad,S005,2023-01-11,19
Aurangabad,S005,2023-01-12,20
Aurangabad,S005,2023-01-13,26
Aurangabad,S005,2023-01-14,20
Aurangabad,S005,2023-01-15,17
Aurangabad,S005,2023-01-16,21
Aurangabad,S005,2023-01-17,24
Aurangabad,S005,2023-01-18,21
Aurangabad,S005,2023-01-19,23
Aurangabad,S005,2023-01-20,13
Aurangabad,S005,2023-01-21,15
Aurangabad,S005,2023-01-22,16
Aurangabad,S005,2023-01-23,12
Aurangabad,S005,2023-01-24,12
Aurangabad,S005,2023-01-25,16
Aurangabad,S005,2023-01-26,10
Aurangabad,S005,2023-01-27,10
Aurangabad,S005,2023-01-28,10
Aurangabad,S005,2023-01-29,11
Aurangabad,S005,2023-01-30,11
Aurangabad,ME001,2023-01-01,21
Aurangabad,ME001,2023-01-02,27
Aurangabad,ME001,2023-01-03,25
Aurangabad,ME001,2023-01-04,21
Aurangabad,ME001,2023-01-05,27
Aurangabad,ME001,2023-01-06,27
Aurangabad,ME001,2023-01-07,22
Aurangabad,ME001,2023-01-08,22
Aurangabad,ME001,2023-01-09,24
Aurangabad,ME001,2023-01-10,23
Aurangabad,ME001,2023-01-11,26
Aurangabad,ME001,2023-01-12,21
Aurangabad,ME001,2023-01-13,20
Aurangabad,ME001,2023-01-14,20
Aurangabad,ME001,2023-01-15,24
Aurangabad,ME001,2023-01-16,23
Aurangabad,ME001,2023-01-17,25
Aurangabad,ME001,2023-01-18,25
Aurangabad,ME001,2023-01-19,21
Aurangabad,ME001,2023-01-20,17
Aurangabad,ME001,2023-01-21,12
Aurangabad,ME001,2023-01-22,10
Aurangabad,ME001,2023-01-23,18
Aurangabad,ME001,2023-01-24,15
Aurangabad,ME001,2023-01-25,14
Aurangabad,ME001,2023-01-26,7
Aurangabad,ME001,2023-01-27,14
Aurangabad,ME001,2023-01-28,12
Aurangabad,ME001,2023-01-29,18
Aurangabad,ME001,2023-01-30,17
Aurangabad,ME002,2023-01-01,19
Aurangabad,ME002,2023-01-02,19
Aurangabad,ME002,2023-01-03,19
Aurangabad,ME002,2023-01-04,19
Aurangabad,ME002,2023-01-05,20
Aurangabad,ME002,2023-01-06,26
Aurangabad,ME002,2023-01-07,22
Aurangabad,ME002,2023-01-08,24
Aurangabad,ME002,2023-01-09,18
Aurangabad,ME002,2023-01-10,24
Aurangabad,ME002,2023-01-11,23
Aurangabad,ME002,2023-01-12,27
Aurangabad,ME002,2023-01-13,24
Aurangabad,ME002,2023-01-14,28
Aurangabad,ME002,2023-01-15,18
Aurangabad,ME002,2023-01-16,22
Aurangabad,ME002,2023-01-17,21
Aurangabad,ME002,2023-01-18,22
Aurangabad,ME002,2023-01-19,21
Aurangabad,ME002,2023-01-20,9
Aurangabad,ME002,2023-01-21,13
Aurangabad,ME002,2023-01-22,9
Aurangabad,ME002,2023-01-23,7
Aurangabad,ME002,2023-01-24,20
Aurangabad,ME002,2023-01-25,11
Aurangabad,ME002,2023-01-26,15
Aurangabad,ME002,2023-01-27,19
Aurangabad,ME002,2023-01-28,9
Aurangabad,ME002,2023-01-29,10
Aurangabad,ME002,2023-01-30,15
Aurangabad,ME003,2023-01-01,23
Aurangabad,ME003,2023-01-02,27
Aurangabad,ME003,2023-01-03,16
Aurangabad,ME003,2023-01-04,26
Aurangabad,ME003,2023-01-05,20
Aurangabad,ME003,2023-01-06,23
Aurangabad,ME003,2023-01-07,18
Aurangabad,ME003,2023-01-08,22
Aurangabad,ME003,2023-01-09,20
Aurangabad,ME003,2023-01-10,26
Aurangabad,ME003,2023-01-11,16
Aurangabad,ME003,2023-01-12,23
Aurangabad,ME003,2023-01-13,21
Aurangabad,ME003,2023-01-14,24
Aurangabad,ME003,2023-01-15,17
Aurangabad,ME003,2023-01-16,18
Aurangabad,ME003,2023-01-17,22
Aurangabad,ME003,2023-01-18,18
Aurangabad,ME003,2023-01-19,19
Aurangabad,ME003,2023-01-20,11
Aurangabad,ME003,2023-01-21,12
Aurangabad,ME003,2023-01-22,10
Aurangabad,ME003,2023-01-23,16
Aurangabad,ME003,2023-01-24,12
Aurangabad,ME003,2023-01-25,14
Aurangabad,ME003,2023-01-26,10
Aurangabad,ME003,2023-01-27,9
Aurangabad,ME003,2023-01-28,12
Aurangabad,ME003,2023-01-29,12
Aurangabad,ME003,2023-01-30,11
Aurangabad,ME004,2023-01-01,16
Aurangabad,ME004,2023-01-02,23
Aurangabad,ME004,2023-01-03,17
Aurangabad,ME004,2023-01-04,22
Aurangabad,ME004,2023-01-05,21
Aurangabad,ME004,2023-01-06,17
Aurangabad,ME004,2023-01-07,21
Aurangabad,ME004,2023-01-08,20
Aurangabad,ME004,2023-01-09,25
Aurangabad,ME004,2023-01-10,19
Aurangabad,ME004,2023-01-11,28
Aurangabad,ME004,2023-01-12,21
Aurangabad,ME004,2023-01-13,21
Aurangabad,ME004,2023-01-14,22
Aurangabad,ME004,2023-01-15,19
Aurangabad,ME004,2023-01-16,19
Aurangabad,ME004,2023-01-17,25
Aurangabad,ME004,2023-01-18,18
Aurangabad,ME004,2023-01-19,22
Aurangabad,ME004,2023-01-20,9
Aurangabad,ME004,2023-01-21,10
Aurangabad,ME004,2023-01-22,15
Aurangabad,ME004,2023-01-23,15
Aurangabad,ME004,2023-01-24,13
Aurangabad,ME004,2023-01-25,18
Aurangabad,ME004,2023-01-26,12
Aurangabad,ME004,2023-01-27,20
Aurangabad,ME004,2023-01-28,17
Aurangabad,ME004,2023-01-29,12
Aurangabad,ME004,2023-01-30,18
Aurangabad,ME005,2023-01-01,22
Aurangabad,ME005,2023-01-02,16
Aurangabad,ME005,2023-01-03,23
Aurangabad,ME005,2023-01-04,20
Aurangabad,ME005,2023-01-05,20
Aurangabad,ME005,2023-01-06,17
Aurangabad,ME005,2023-01-07,22
Aurangabad,ME005,2023-01-08,26
Aurangabad,ME005,2023-01-09,24
Aurangabad,ME005,2023-01-10,18
Aurangabad,ME005,2023-01-11,21
Aurangabad,ME005,2023-01-12,20
Aurangabad,ME005,2023-01-13,27
Aurangabad,ME005,2023-01-14,29
Aurangabad,ME005,2023-01-15,21
Aurangabad,ME005,2023-01-16,25
Aurangabad,ME005,2023-01-17,20
Aurangabad,ME005,2023-01-18,16
Aurangabad,ME005,2023-01-19,28
Aurangabad,ME005,2023-01-20,14
Aurangabad,ME005,2023-01-21,17
Aurangabad,ME005,2023-01-22,14
Aurangabad,ME005,2023-01-23,19
Aurangabad,ME005,2023-01-24,15
Aurangabad,ME005,2023-01-25,13
Aurangabad,ME005,2023-01-26,16
Aurangabad,ME005,2023-01-27,16
Aurangabad,ME005,2023-01-28,12
Aurangabad,ME005,2023-01-29,18
Aurangabad,ME005,2023-01-30,14
Aurangabad,K001,2023-01-01,21
Aurangabad,K001,2023-01-02,25
Aurangabad,K001,2023-01-03,19
Aurangabad,K001,2023-01-04,22
Aurangabad,K001,2023-01-05,22
Aurangabad,K001,2023-01-06,22
Aurangabad,K001,2023-01-07,22
Aurangabad,K001,2023-01-08,24
Aurangabad,K001,2023-01-09,22
Aurangabad,K001,2023-01-10,20
Aurangabad,K001,2023-01-11,24
Aurangabad,K001,2023-01-12,20
Aurangabad,K001,2023-01-13,18
Aurangabad,K001,2023-01-14,18
Aurangabad,K001,2023-01-15,18
Aurangabad,K001,2023-01-16,19
Aurangabad,K001,2023-01-17,21
Aurangabad,K001,2023-01-18,25
Aurangabad,K001,2023-01-19,20
Aurangabad,K001,2023-01-20,9
Aurangabad,K001,2023-01-21,19
Aurangabad,K001,2023-01-22,13
Aurangabad,K001,2023-01-23,11
Aurangabad,K001,2023-01-24,11
Aurangabad,K001,2023-01-25,10
Aurangabad,K001,2023-01-26,14
Aurangabad,K001,2023-01-27,13
